#,No.,Name,Laps,Lead,Lap Tm,Spd,Elapsed Tm,Passing Tm,Hits,Strength,Noise,Photocell Time,Transponder,Backup Tx,Backup Passing Tm,Class,Deleted
1,,Warmup Flag,,,,,,9:51:08.313,,,,,,,,,
2,,Green Flag,,,,,0.000,10:02:14.585,,,,,,,,,
826,44,Tommes Pack Seat Leon,103,103,1:09.048,112'1,2:03:36.574,12:05:51.159,152,176,3,,9788538,0,,R2,No
827,3,Team Häsen Racing Sweden VW Polo,98,103,1:10.802,109'3,2:03:51.147,12:06:05.732,91,146,3,,9515691,0,,R1,No
828,2,Team Skeppsbrons BMW M3 E36,97,103,1:12.502,106'8,2:04:05.615,12:06:20.200,145,163,3,,4867808,0,,R1,No
829,27,B.E.T BMW 330,99,103,5:30.619,23'4,2:04:24.150,12:06:38.735,110,150,3,,7493526,0,,R1,No
830,71,Roslagen Racing BMW 323 Compact,28,103,1:14.277,104'2,2:04:28.365,12:06:42.950,109,155,3,,7637509,0,,Standard,No
831,30,Team Gävlarna Clio ,101,103,6:18.025,20'5,2:04:32.969,12:06:47.554,119,158,3,,3289056,0,,R1,No
832,86,clio 86,34,103,39:02.583,3'3,2:04:34.826,12:06:49.411,141,166,3,,7722174,0,,GT Open,No
833,44,Tommes Pack Seat Leon,104,104,1:07.943,113'9,2:04:44.517,12:06:59.102,152,179,3,,9788538,0,,R2,No
834,3,Team Häsen Racing Sweden VW Polo,99,104,1:10.464,109'8,2:05:01.611,12:07:16.196,84,144,3,,9515691,0,,R1,No
835,4,SMK Racing Renault Clio,102,104,5:41.828,22'6,2:05:07.026,12:07:21.611,126,170,3,,7622978,0,,R1,No
836,2,Team Skeppsbrons BMW M3 E36,98,104,1:11.473,108'3,2:05:17.088,12:07:31.673,149,161,3,,4867808,0,,R1,No
837,27,B.E.T BMW 330,100,104,1:11.945,107'6,2:05:36.095,12:07:50.680,105,151,3,,7493526,0,,R1,No
838,71,Roslagen Racing BMW 323 Compact,29,104,1:13.889,104'8,2:05:42.254,12:07:56.839,105,153,3,,7637509,0,,Standard,No
839,30,Team Gävlarna Clio ,102,104,1:10.843,109'3,2:05:43.812,12:07:58.397,120,160,3,,3289056,0,,R1,No
840,86,clio 86,35,104,1:09.599,111'2,2:05:44.425,12:07:59.010,140,167,3,,7722174,0,,GT Open,No
841,44,Tommes Pack Seat Leon,105,105,1:08.770,112'5,2:05:53.287,12:08:07.872,145,179,3,,9788538,0,,R2,No
842,3,Team Häsen Racing Sweden VW Polo,100,105,1:10.493,109'8,2:06:12.104,12:08:26.689,89,145,3,,9515691,0,,R1,No
843,4,SMK Racing Renault Clio,103,105,1:09.324,111'6,2:06:16.350,12:08:30.935,128,170,3,,7622978,0,,R1,No
844,2,Team Skeppsbrons BMW M3 E36,99,105,1:10.615,109'6,2:06:27.703,12:08:42.288,139,159,3,,4867808,0,,R1,No
845,27,B.E.T BMW 330,101,105,1:11.304,108'5,2:06:47.399,12:09:01.984,104,154,3,,7493526,0,,R1,No
846,30,Team Gävlarna Clio ,103,105,1:09.781,110'9,2:06:53.593,12:09:08.178,116,158,3,,3289056,0,,R1,No
847,86,clio 86,36,105,1:10.784,109'3,2:06:55.209,12:09:09.794,135,162,3,,7722174,0,,GT Open,No
848,71,Roslagen Racing BMW 323 Compact,30,105,1:15.531,102'5,2:06:57.785,12:09:12.370,109,154,3,,7637509,0,,Standard,No
849,44,Tommes Pack Seat Leon,106,106,1:09.255,111'8,2:07:02.542,12:09:17.127,145,179,3,,9788538,0,,R2,No
850,3,Team Häsen Racing Sweden VW Polo,101,106,1:10.455,109'9,2:07:22.559,12:09:37.144,89,146,3,,9515691,0,,R1,No
851,4,SMK Racing Renault Clio,104,106,1:08.212,113'5,2:07:24.562,12:09:39.147,125,167,3,,7622978,0,,R1,No
852,2,Team Skeppsbrons BMW M3 E36,100,106,1:12.194,107'2,2:07:39.897,12:09:54.482,141,159,3,,4867808,0,,R1,No
853,27,B.E.T BMW 330,102,106,1:11.017,109'0,2:07:58.416,12:10:13.001,114,154,3,,7493526,0,,R1,No
854,30,Team Gävlarna Clio ,104,106,1:08.348,113'2,2:08:01.941,12:10:16.526,114,158,3,,3289056,0,,R1,No
855,86,clio 86,37,106,1:07.389,114'9,2:08:02.598,12:10:17.183,138,163,3,,7722174,0,,GT Open,No
856,44,Tommes Pack Seat Leon,107,107,1:08.883,112'4,2:08:11.425,12:10:26.010,158,182,3,,9788538,0,,R2,No
857,71,Roslagen Racing BMW 323 Compact,31,107,1:13.929,104'7,2:08:11.714,12:10:26.299,117,150,3,,7637509,0,,Standard,No
858,4,SMK Racing Renault Clio,105,107,1:08.656,112'7,2:08:33.218,12:10:47.803,127,170,3,,7622978,0,,R1,No
859,2,Team Skeppsbrons BMW M3 E36,101,107,1:11.173,108'7,2:08:51.070,12:11:05.655,154,163,3,,4867808,0,,R1,No
860,27,B.E.T BMW 330,103,107,1:11.212,108'7,2:09:09.628,12:11:24.213,113,154,3,,7493526,0,,R1,No
861,30,Team Gävlarna Clio ,105,107,1:08.143,113'6,2:09:10.084,12:11:24.669,117,159,3,,3289056,0,,R1,No
862,86,clio 86,38,107,1:08.234,113'4,2:09:10.832,12:11:25.417,135,164,3,,7722174,0,,GT Open,No
863,44,Tommes Pack Seat Leon,108,108,1:07.743,114'3,2:09:19.168,12:11:33.753,151,179,3,,9788538,0,,R2,No
864,71,Roslagen Racing BMW 323 Compact,32,108,1:13.993,104'6,2:09:25.707,12:11:40.292,104,152,14,,7637509,0,,Standard,No
865,4,SMK Racing Renault Clio,106,108,1:08.264,113'4,2:09:41.482,12:11:56.067,126,168,14,,7622978,0,,R1,No
866,2,Team Skeppsbrons BMW M3 E36,102,108,1:13.264,105'6,2:10:04.334,12:12:18.919,155,162,14,,4867808,0,,R1,No
867,30,Team Gävlarna Clio ,106,108,1:07.803,114'2,2:10:17.887,12:12:32.472,115,157,14,,3289056,0,,R1,No
868,86,clio 86,39,108,1:08.795,112'5,2:10:19.627,12:12:34.212,134,163,14,,7722174,0,,GT Open,No
869,27,B.E.T BMW 330,104,108,1:12.650,106'5,2:10:22.278,12:12:36.863,105,153,14,,7493526,0,,R1,No
870,44,Tommes Pack Seat Leon,109,109,1:06.535,116'3,2:10:25.703,12:12:40.288,150,178,9,,9788538,0,,R2,No
871,71,Roslagen Racing BMW 323 Compact,33,109,1:13.381,105'5,2:10:39.088,12:12:53.673,109,153,9,,7637509,0,,Standard,No
872,4,SMK Racing Renault Clio,107,109,1:07.880,114'0,2:10:49.362,12:13:03.947,127,168,9,,7622978,0,,R1,No
873,2,Team Skeppsbrons BMW M3 E36,103,109,1:13.047,106'0,2:11:17.381,12:13:31.966,150,162,9,,4867808,0,,R1,No
874,30,Team Gävlarna Clio ,107,109,1:07.639,114'4,2:11:25.526,12:13:40.111,119,160,3,,3289056,0,,R1,No
875,86,clio 86,40,109,1:07.003,115'5,2:11:26.630,12:13:41.215,140,166,3,,7722174,0,,GT Open,No
876,27,B.E.T BMW 330,105,109,1:10.885,109'2,2:11:33.163,12:13:47.748,89,153,3,,7493526,0,,R1,No
877,44,Tommes Pack Seat Leon,110,110,1:07.535,114'6,2:11:33.238,12:13:47.823,148,182,3,,9788538,0,,R2,No
878,71,Roslagen Racing BMW 323 Compact,34,110,1:14.119,104'4,2:11:53.207,12:14:07.792,107,151,3,,7637509,0,,Standard,No
879,4,SMK Racing Renault Clio,108,110,1:07.350,114'9,2:11:56.712,12:14:11.297,123,167,3,,7622978,0,,R1,No
880,2,Team Skeppsbrons BMW M3 E36,104,110,1:11.325,108'5,2:12:28.706,12:14:43.291,149,164,4,,4867808,0,,R1,No
881,30,Team Gävlarna Clio ,108,110,1:07.389,114'9,2:12:32.915,12:14:47.500,113,158,4,,3289056,0,,R1,No
882,86,clio 86,41,110,1:06.984,115'5,2:12:33.614,12:14:48.199,136,163,4,,7722174,0,,GT Open,No
883,44,Tommes Pack Seat Leon,111,111,1:05.897,117'5,2:12:39.135,12:14:53.720,144,178,4,,9788538,0,,R2,No
884,27,B.E.T BMW 330,106,111,1:10.427,109'9,2:12:43.590,12:14:58.175,110,155,4,,7493526,0,,R1,No
885,4,SMK Racing Renault Clio,109,111,1:07.553,114'6,2:13:04.265,12:15:18.850,126,170,4,,7622978,0,,R1,No
886,71,Roslagen Racing BMW 323 Compact,35,111,1:14.765,103'5,2:13:07.972,12:15:22.557,109,152,4,,7637509,0,,Standard,No
887,30,Team Gävlarna Clio ,109,111,1:09.320,111'7,2:13:42.235,12:15:56.820,119,161,3,,3289056,0,,R1,No
888,2,Team Skeppsbrons BMW M3 E36,105,111,1:14.073,104'5,2:13:42.779,12:15:57.364,160,160,3,,4867808,0,,R1,No
889,3,Team Häsen Racing Sweden VW Polo,102,111,6:20.969,20'3,2:13:43.528,12:15:58.113,88,145,3,,9515691,0,,R1,No
890,86,clio 86,42,111,1:10.532,109'7,2:13:44.146,12:15:58.731,139,167,3,,7722174,0,,GT Open,No
891,44,Tommes Pack Seat Leon,112,112,1:05.857,117'5,2:13:44.992,12:15:59.577,145,176,3,,9788538,0,,R2,No
892,27,B.E.T BMW 330,107,112,1:09.505,111'4,2:13:53.095,12:16:07.680,117,157,3,,7493526,0,,R1,No
893,4,SMK Racing Renault Clio,110,112,1:07.538,114'6,2:14:11.803,12:16:26.388,125,169,3,,7622978,0,,R1,No
894,71,Roslagen Racing BMW 323 Compact,36,112,1:13.522,105'3,2:14:21.494,12:16:36.079,102,151,3,,7637509,0,,Standard,No
895,30,Team Gävlarna Clio ,110,112,1:07.379,114'9,2:14:49.614,12:17:04.199,114,159,3,,3289056,0,,R1,No
896,3,Team Häsen Racing Sweden VW Polo,103,112,1:11.296,108'6,2:14:54.824,12:17:09.409,85,144,3,,9515691,0,,R1,No
897,44,Tommes Pack Seat Leon,113,113,1:10.367,110'0,2:14:55.359,12:17:09.944,155,180,3,,9788538,0,,R2,No
898,86,clio 86,43,113,1:12.249,107'1,2:14:56.395,12:17:10.980,136,165,3,,7722174,0,,GT Open,No
899,2,Team Skeppsbrons BMW M3 E36,106,113,1:16.988,100'5,2:14:59.767,12:17:14.352,172,162,3,,4867808,0,,R1,No
900,27,B.E.T BMW 330,108,113,1:09.365,111'6,2:15:02.460,12:17:17.045,114,157,3,,7493526,0,,R1,No
901,4,SMK Racing Renault Clio,111,113,1:07.590,114'5,2:15:19.393,12:17:33.978,125,166,3,,7622978,0,,R1,No
902,30,Team Gävlarna Clio ,111,113,1:07.631,114'4,2:15:57.245,12:18:11.830,114,158,3,,3289056,0,,R1,No
903,44,Tommes Pack Seat Leon,114,114,1:08.012,113'8,2:16:03.371,12:18:17.956,144,179,3,,9788538,0,,R2,No
904,3,Team Häsen Racing Sweden VW Polo,104,114,1:10.975,109'1,2:16:05.799,12:18:20.384,94,147,3,,9515691,0,,R1,No
905,86,clio 86,44,114,1:09.761,111'0,2:16:06.156,12:18:20.741,140,167,3,,7722174,0,,GT Open,No
906,27,B.E.T BMW 330,109,114,1:12.473,106'8,2:16:14.933,12:18:29.518,123,157,3,,7493526,0,,R1,No
907,2,Team Skeppsbrons BMW M3 E36,107,114,1:18.427,98'7,2:16:18.194,12:18:32.779,147,161,3,,4867808,0,,R1,No
908,4,SMK Racing Renault Clio,112,114,1:07.218,115'1,2:16:26.611,12:18:41.196,124,168,3,,7622978,0,,R1,No
909,30,Team Gävlarna Clio ,112,114,1:07.521,114'6,2:17:04.766,12:19:19.351,119,159,3,,3289056,0,,R1,No
910,44,Tommes Pack Seat Leon,115,115,1:05.098,118'9,2:17:08.469,12:19:23.054,148,178,3,,9788538,0,,R2,No
911,3,Team Häsen Racing Sweden VW Polo,105,115,1:09.481,111'4,2:17:15.280,12:19:29.865,106,148,3,,9515691,0,,R1,No
912,86,clio 86,45,115,1:11.883,107'7,2:17:18.039,12:19:32.624,196,169,3,,7722174,0,,GT Open,No
913,27,B.E.T BMW 330,110,115,1:09.412,111'5,2:17:24.345,12:19:38.930,111,154,7,,7493526,0,,R1,No
914,4,SMK Racing Renault Clio,113,115,1:08.258,113'4,2:17:34.869,12:19:49.454,139,172,7,,7622978,0,,R1,No
915,2,Team Skeppsbrons BMW M3 E36,108,115,1:17.074,100'4,2:17:35.268,12:19:49.853,152,160,7,,4867808,0,,R1,No
916,30,Team Gävlarna Clio ,113,115,1:07.227,115'1,2:18:11.993,12:20:26.578,118,159,7,,3289056,0,,R1,No
917,44,Tommes Pack Seat Leon,116,116,1:04.835,119'4,2:18:13.304,12:20:27.889,145,177,7,,9788538,0,,R2,No
918,3,Team Häsen Racing Sweden VW Polo,106,116,1:10.289,110'1,2:18:25.569,12:20:40.154,90,146,4,,9515691,0,,R1,No
919,86,clio 86,46,116,1:09.283,111'7,2:18:27.322,12:20:41.907,135,163,4,,7722174,0,,GT Open,No
920,27,B.E.T BMW 330,111,116,1:09.056,112'1,2:18:33.401,12:20:47.986,111,156,4,,7493526,0,,R1,No
921,4,SMK Racing Renault Clio,114,116,1:07.662,114'4,2:18:42.531,12:20:57.116,123,168,4,,7622978,0,,R1,No
922,2,Team Skeppsbrons BMW M3 E36,109,116,1:14.498,103'9,2:18:49.766,12:21:04.351,147,163,4,,4867808,0,,R1,No
923,44,Tommes Pack Seat Leon,117,117,1:06.483,116'4,2:19:19.787,12:21:34.372,164,179,4,,9788538,0,,R2,No
924,30,Team Gävlarna Clio ,114,117,1:09.085,112'0,2:19:21.078,12:21:35.663,120,159,4,,3289056,0,,R1,No
925,3,Team Häsen Racing Sweden VW Polo,107,117,1:10.805,109'3,2:19:36.374,12:21:50.959,80,143,3,,9515691,0,,R1,No
926,71,Roslagen Racing BMW 323 Compact,37,117,5:15.388,24'5,2:19:36.882,12:21:51.467,125,156,3,,7637509,0,,Standard,No
927,27,B.E.T BMW 330,112,117,1:08.857,112'4,2:19:42.258,12:21:56.843,110,152,3,,7493526,0,,R1,No
928,4,SMK Racing Renault Clio,115,117,1:07.212,115'2,2:19:49.743,12:22:04.328,125,169,3,,7622978,0,,R1,No
929,2,Team Skeppsbrons BMW M3 E36,110,117,1:12.561,106'7,2:20:02.327,12:22:16.912,143,157,3,,4867808,0,,R1,No
930,44,Tommes Pack Seat Leon,118,118,1:05.548,118'1,2:20:25.335,12:22:39.920,145,180,3,,9788538,0,,R2,No
931,30,Team Gävlarna Clio ,115,118,1:06.981,115'6,2:20:28.059,12:22:42.644,118,157,3,,3289056,0,,R1,No
932,3,Team Häsen Racing Sweden VW Polo,108,118,1:10.325,110'1,2:20:46.699,12:23:01.284,86,145,3,,9515691,0,,R1,No
933,27,B.E.T BMW 330,113,118,1:13.301,105'6,2:20:55.559,12:23:10.144,125,155,3,,7493526,0,,R1,No
934,71,Roslagen Racing BMW 323 Compact,38,118,1:19.181,97'8,2:20:56.063,12:23:10.648,126,157,3,,7637509,0,,Standard,No
935,4,SMK Racing Renault Clio,116,118,1:06.850,115'8,2:20:56.593,12:23:11.178,124,167,3,,7622978,0,,R1,No
936,2,Team Skeppsbrons BMW M3 E36,111,118,1:13.794,104'9,2:21:16.121,12:23:30.706,148,162,3,,4867808,0,,R1,No
937,44,Tommes Pack Seat Leon,119,119,1:05.317,118'5,2:21:30.652,12:23:45.237,148,179,3,,9788538,0,,R2,No
938,30,Team Gävlarna Clio ,116,119,1:05.841,117'6,2:21:33.900,12:23:48.485,118,158,3,,3289056,0,,R1,No
939,3,Team Häsen Racing Sweden VW Polo,109,119,1:09.753,111'0,2:21:56.452,12:24:11.037,84,143,3,,9515691,0,,R1,No
940,4,SMK Racing Renault Clio,117,119,1:07.633,114'4,2:22:04.226,12:24:18.811,121,166,3,,7622978,0,,R1,No
941,27,B.E.T BMW 330,114,119,1:14.499,103'9,2:22:10.058,12:24:24.643,131,157,3,,7493526,0,,R1,No
942,71,Roslagen Racing BMW 323 Compact,39,119,1:18.235,98'9,2:22:14.298,12:24:28.883,111,152,3,,7637509,0,,Standard,No
943,2,Team Skeppsbrons BMW M3 E36,112,119,1:13.077,105'9,2:22:29.198,12:24:43.783,125,151,6,,4867808,0,,R1,No
944,30,Team Gävlarna Clio ,117,119,1:07.092,115'4,2:22:40.992,12:24:55.577,118,158,6,,3289056,0,,R1,No
945,3,Team Häsen Racing Sweden VW Polo,110,119,1:10.239,110'2,2:23:06.691,12:25:21.276,87,145,6,,9515691,0,,R1,No
946,4,SMK Racing Renault Clio,118,119,1:07.682,114'4,2:23:11.908,12:25:26.493,122,169,6,,7622978,0,,R1,No
947,27,B.E.T BMW 330,115,119,1:11.816,107'8,2:23:21.874,12:25:36.459,117,155,6,,7493526,0,,R1,No
948,71,Roslagen Racing BMW 323 Compact,40,119,1:18.854,98'2,2:23:33.152,12:25:47.737,114,153,3,,7637509,0,,Standard,No
949,2,Team Skeppsbrons BMW M3 E36,113,119,1:13.693,105'0,2:23:42.891,12:25:57.476,130,155,3,,4867808,0,,R1,No
950,30,Team Gävlarna Clio ,118,119,1:07.037,115'5,2:23:48.029,12:26:02.614,106,156,3,,3289056,0,,R1,No
951,3,Team Häsen Racing Sweden VW Polo,111,119,1:10.619,109'6,2:24:17.310,12:26:31.895,74,143,3,,9515691,0,,R1,No
952,4,SMK Racing Renault Clio,119,119,1:07.382,114'9,2:24:19.290,12:26:33.875,120,168,3,,7622978,0,,R1,No
953,27,B.E.T BMW 330,116,119,1:10.314,110'1,2:24:32.188,12:26:46.773,116,158,3,,7493526,0,,R1,No
954,71,Roslagen Racing BMW 323 Compact,41,119,1:21.164,95'4,2:24:54.316,12:27:08.901,110,156,3,,7637509,0,,Standard,No
955,44,Tommes Pack Seat Leon,120,120,3:23.815,38'0,2:24:54.467,12:27:09.052,161,177,3,,9788538,0,,R2,No
956,30,Team Gävlarna Clio ,119,120,1:08.883,112'4,2:24:56.912,12:27:11.497,111,157,3,,3289056,0,,R1,No
957,2,Team Skeppsbrons BMW M3 E36,114,120,1:15.035,103'2,2:24:57.926,12:27:12.511,140,156,3,,4867808,0,,R1,No
958,4,SMK Racing Renault Clio,120,120,1:07.778,114'2,2:25:27.068,12:27:41.653,124,167,3,,7622978,0,,R1,No
959,3,Team Häsen Racing Sweden VW Polo,112,120,1:10.870,109'2,2:25:28.180,12:27:42.765,79,143,3,,9515691,0,,R1,No
960,27,B.E.T BMW 330,117,120,1:10.190,110'3,2:25:42.378,12:27:56.963,118,157,3,,7493526,0,,R1,No
961,44,Tommes Pack Seat Leon,121,121,1:06.901,115'7,2:26:01.368,12:28:15.953,144,177,3,,9788538,0,,R2,No
962,30,Team Gävlarna Clio ,120,121,1:06.688,116'1,2:26:03.600,12:28:18.185,114,159,3,,3289056,0,,R1,No
963,71,Roslagen Racing BMW 323 Compact,42,121,1:18.285,98'9,2:26:12.601,12:28:27.186,123,156,3,,7637509,0,,Standard,No
964,2,Team Skeppsbrons BMW M3 E36,115,121,1:15.178,103'0,2:26:13.104,12:28:27.689,152,162,3,,4867808,0,,R1,No
965,4,SMK Racing Renault Clio,121,121,1:07.705,114'3,2:26:34.773,12:28:49.358,118,167,3,,7622978,0,,R1,No
966,3,Team Häsen Racing Sweden VW Polo,113,121,1:10.726,109'4,2:26:38.906,12:28:53.491,91,145,3,,9515691,0,,R1,No
967,27,B.E.T BMW 330,118,121,1:10.163,110'3,2:26:52.541,12:29:07.126,119,156,3,,7493526,0,,R1,No
968,44,Tommes Pack Seat Leon,122,122,1:06.014,117'2,2:27:07.382,12:29:21.967,143,177,3,,9788538,0,,R2,No
969,30,Team Gävlarna Clio ,121,122,1:06.241,116'8,2:27:09.841,12:29:24.426,111,158,3,,3289056,0,,R1,No
970,2,Team Skeppsbrons BMW M3 E36,116,122,1:17.317,100'1,2:27:30.421,12:29:45.006,138,157,3,,4867808,0,,R1,No
971,71,Roslagen Racing BMW 323 Compact,43,122,1:20.796,95'8,2:27:33.397,12:29:47.982,115,154,3,,7637509,0,,Standard,No
972,4,SMK Racing Renault Clio,122,122,1:07.303,115'0,2:27:42.076,12:29:56.661,123,167,3,,7622978,0,,R1,No
973,3,Team Häsen Racing Sweden VW Polo,114,122,1:10.771,109'4,2:27:49.677,12:30:04.262,102,148,3,,9515691,0,,R1,No
974,27,B.E.T BMW 330,119,122,1:10.641,109'6,2:28:03.182,12:30:17.767,114,156,3,,7493526,0,,R1,No
975,44,Tommes Pack Seat Leon,123,123,1:05.446,118'3,2:28:12.828,12:30:27.413,149,179,3,,9788538,0,,R2,No
976,30,Team Gävlarna Clio ,122,123,1:06.107,117'1,2:28:15.948,12:30:30.533,112,158,3,,3289056,0,,R1,No
977,2,Team Skeppsbrons BMW M3 E36,117,123,1:14.776,103'5,2:28:45.197,12:30:59.782,148,157,3,,4867808,0,,R1,No
978,4,SMK Racing Renault Clio,123,123,1:10.051,110'5,2:28:52.127,12:31:06.712,131,170,3,,7622978,0,,R1,No
979,71,Roslagen Racing BMW 323 Compact,44,123,1:20.079,96'7,2:28:53.476,12:31:08.061,128,156,3,,7637509,0,,Standard,No
980,3,Team Häsen Racing Sweden VW Polo,115,123,1:11.098,108'9,2:29:00.775,12:31:15.360,82,144,3,,9515691,0,,R1,No
981,27,B.E.T BMW 330,120,123,1:11.117,108'8,2:29:14.299,12:31:28.884,113,154,3,,7493526,0,,R1,No
982,44,Tommes Pack Seat Leon,124,124,1:06.272,116'8,2:29:19.100,12:31:33.685,137,178,3,,9788538,0,,R2,No
983,30,Team Gävlarna Clio ,123,124,1:05.870,117'5,2:29:21.818,12:31:36.403,110,157,3,,3289056,0,,R1,No
984,4,SMK Racing Renault Clio,124,124,1:07.493,114'7,2:29:59.620,12:32:14.205,140,173,3,,7622978,0,,R1,No
985,2,Team Skeppsbrons BMW M3 E36,118,124,1:14.882,103'4,2:30:00.079,12:32:14.664,158,162,3,,4867808,0,,R1,No
986,3,Team Häsen Racing Sweden VW Polo,116,124,1:11.177,108'7,2:30:11.952,12:32:26.537,90,145,3,,9515691,0,,R1,No
987,71,Roslagen Racing BMW 323 Compact,45,124,1:19.298,97'6,2:30:12.774,12:32:27.359,121,156,3,,7637509,0,,Standard,No
988,44,Tommes Pack Seat Leon,125,125,1:06.694,116'1,2:30:25.794,12:32:40.379,150,178,3,,9788538,0,,R2,No
989,30,Team Gävlarna Clio ,124,125,1:07.023,115'5,2:30:28.841,12:32:43.426,116,163,3,,3289056,0,,R1,No
990,27,B.E.T BMW 330,121,125,1:14.607,103'7,2:30:28.906,12:32:43.491,110,155,3,,7493526,0,,R1,No
991,4,SMK Racing Renault Clio,125,125,1:07.024,115'5,2:31:06.644,12:33:21.229,120,167,3,,7622978,0,,R1,No
992,2,Team Skeppsbrons BMW M3 E36,119,125,1:16.382,101'3,2:31:16.461,12:33:31.046,141,159,3,,4867808,0,,R1,No
993,3,Team Häsen Racing Sweden VW Polo,117,125,1:11.028,109'0,2:31:22.980,12:33:37.565,81,145,3,,9515691,0,,R1,No
994,71,Roslagen Racing BMW 323 Compact,46,125,1:16.960,100'6,2:31:29.734,12:33:44.319,117,154,3,,7637509,0,,Standard,No
995,44,Tommes Pack Seat Leon,126,126,1:05.923,117'4,2:31:31.717,12:33:46.302,146,178,3,,9788538,0,,R2,No
996,30,Team Gävlarna Clio ,125,126,1:06.450,116'5,2:31:35.291,12:33:49.876,119,160,3,,3289056,0,,R1,No
997,27,B.E.T BMW 330,122,126,1:09.468,111'4,2:31:38.374,12:33:52.959,117,156,3,,7493526,0,,R1,No
998,4,SMK Racing Renault Clio,126,126,1:06.876,115'7,2:32:13.520,12:34:28.105,125,168,3,,7622978,0,,R1,No
999,2,Team Skeppsbrons BMW M3 E36,120,126,1:13.829,104'8,2:32:30.290,12:34:44.875,146,162,3,,4867808,0,,R1,No
1000,3,Team Häsen Racing Sweden VW Polo,118,126,1:10.345,110'0,2:32:33.325,12:34:47.910,85,145,3,,9515691,0,,R1,No
1001,44,Tommes Pack Seat Leon,127,127,1:08.797,112'5,2:32:40.514,12:34:55.099,148,177,3,,9788538,0,,R2,No
1002,30,Team Gävlarna Clio ,126,127,1:07.489,114'7,2:32:42.780,12:34:57.365,114,159,3,,3289056,0,,R1,No
1003,27,B.E.T BMW 330,123,127,1:11.995,107'5,2:32:50.369,12:35:04.954,129,156,3,,7493526,0,,R1,No
1004,71,Roslagen Racing BMW 323 Compact,47,127,1:21.095,95'4,2:32:50.829,12:35:05.414,127,156,3,,7637509,0,,Standard,No
1005,4,SMK Racing Renault Clio,127,127,1:07.785,114'2,2:33:21.305,12:35:35.890,124,167,3,,7622978,0,,R1,No
1006,2,Team Skeppsbrons BMW M3 E36,121,127,1:13.279,105'6,2:33:43.569,12:35:58.154,151,163,3,,4867808,0,,R1,No
1007,3,Team Häsen Racing Sweden VW Polo,119,127,1:10.819,109'3,2:33:44.144,12:35:58.729,94,146,3,,9515691,0,,R1,No
1008,44,Tommes Pack Seat Leon,128,128,1:05.645,117'9,2:33:46.159,12:36:00.744,144,177,3,,9788538,0,,R2,No
1009,30,Team Gävlarna Clio ,127,128,1:05.893,117'5,2:33:48.673,12:36:03.258,112,158,3,,3289056,0,,R1,No
1010,27,B.E.T BMW 330,124,128,1:10.041,110'5,2:34:00.410,12:36:14.995,117,156,3,,7493526,0,,R1,No
1011,71,Roslagen Racing BMW 323 Compact,48,128,1:16.402,101'3,2:34:07.231,12:36:21.816,118,155,3,,7637509,0,,Standard,No
1012,4,SMK Racing Renault Clio,128,128,1:07.363,114'9,2:34:28.668,12:36:43.253,125,168,3,,7622978,0,,R1,No
1013,3,Team Häsen Racing Sweden VW Polo,120,128,1:09.821,110'9,2:34:53.965,12:37:08.550,80,143,3,,9515691,0,,R1,No
1014,44,Tommes Pack Seat Leon,129,129,1:08.171,113'5,2:34:54.330,12:37:08.915,150,182,3,,9788538,0,,R2,No
1015,30,Team Gävlarna Clio ,128,129,1:06.898,115'7,2:34:55.571,12:37:10.156,111,156,3,,3289056,0,,R1,No
1016,2,Team Skeppsbrons BMW M3 E36,122,129,1:16.257,101'5,2:34:59.826,12:37:14.411,156,162,3,,4867808,0,,R1,No
1017,27,B.E.T BMW 330,125,129,1:09.919,110'7,2:35:10.329,12:37:24.914,122,156,3,,7493526,0,,R1,No
1018,71,Roslagen Racing BMW 323 Compact,49,129,1:16.663,101'0,2:35:23.894,12:37:38.479,115,154,3,,7637509,0,,Standard,No
1019,4,SMK Racing Renault Clio,129,129,1:07.355,114'9,2:35:36.023,12:37:50.608,123,168,3,,7622978,0,,R1,No
1020,44,Tommes Pack Seat Leon,130,130,1:07.436,114'8,2:36:01.766,12:38:16.351,152,177,3,,9788538,0,,R2,No
1021,3,Team Häsen Racing Sweden VW Polo,121,130,1:10.280,110'1,2:36:04.245,12:38:18.830,99,146,3,,9515691,0,,R1,No
1022,30,Team Gävlarna Clio ,129,130,1:09.895,110'7,2:36:05.466,12:38:20.051,124,159,3,,3289056,0,,R1,No
1023,2,Team Skeppsbrons BMW M3 E36,123,130,1:14.270,104'2,2:36:14.096,12:38:28.681,157,161,3,,4867808,0,,R1,No
1024,27,B.E.T BMW 330,126,130,1:09.281,111'7,2:36:19.610,12:38:34.195,128,157,3,,7493526,0,,R1,No
1025,71,Roslagen Racing BMW 323 Compact,50,130,1:15.802,102'1,2:36:39.696,12:38:54.281,109,153,3,,7637509,0,,Standard,No
1026,4,SMK Racing Renault Clio,130,130,1:07.585,114'5,2:36:43.608,12:38:58.193,117,167,3,,7622978,0,,R1,No
1027,44,Tommes Pack Seat Leon,131,131,1:06.245,116'8,2:37:08.011,12:39:22.596,145,177,3,,9788538,0,,R2,No
1028,30,Team Gävlarna Clio ,130,131,1:07.214,115'2,2:37:12.680,12:39:27.265,114,157,3,,3289056,0,,R1,No
1029,3,Team Häsen Racing Sweden VW Polo,122,131,1:10.595,109'6,2:37:14.840,12:39:29.425,97,146,3,,9515691,0,,R1,No
